data,sku,tipo,qtd,saldo
2024-06-05,SKU-0207,saida,-9,156
2024-06-05,SKU-0208,saida,-20,872
2024-06-05,SKU-0211,saida,-11,89
2024-06-05,SKU-0212,saida,-1,477
2024-06-05,SKU-0213,saida,-10,67
2024-06-05,SKU-0214,saida,-14,3207
2024-06-05,SKU-0215,saida,-20,201
2024-06-05,SKU-0216,saida,-11,97
2024-06-05,SKU-0217,saida,-4,242
2024-06-05,SKU-0222,saida,-6,45
2024-06-05,SKU-0224,saida,-12,332
2024-06-05,SKU-0225,saida,-4,81
2024-06-05,SKU-0226,saida,-7,103
2024-06-05,SKU-0228,saida,-6,620
2024-06-05,SKU-0230,saida,-5,237
2024-06-05,SKU-0233,saida,-9,295
2024-06-05,SKU-0235,saida,-4,311
2024-06-05,SKU-0237,saida,-23,828
2024-06-05,SKU-0240,saida,-15,323
2024-06-05,SKU-0246,saida,-27,685
2024-06-05,SKU-0247,saida,-4,442
2024-06-05,SKU-0250,saida,-7,365
2024-06-06,SKU-0002,saida,-6,484
2024-06-06,SKU-0008,saida,-5,133
2024-06-06,SKU-0010,saida,-31,368
2024-06-06,SKU-0013,saida,-22,376
2024-06-06,SKU-0015,saida,-6,248
2024-06-06,SKU-0017,saida,-16,404
2024-06-06,SKU-0018,saida,-20,331
2024-06-06,SKU-0021,saida,-9,81
2024-06-06,SKU-0024,saida,-52,992
2024-06-06,SKU-0025,saida,-11,490
2024-06-06,SKU-0026,saida,-3,607
2024-06-06,SKU-0027,saida,-25,871
2024-06-06,SKU-0028,saida,-25,198
2024-06-06,SKU-0033,saida,-11,275
2024-06-06,SKU-0035,saida,-21,783
2024-06-06,SKU-0037,saida,-11,329
2024-06-06,SKU-0038,saida,-5,101
2024-06-06,SKU-0039,saida,-15,453
2024-06-06,SKU-0040,saida,-6,62
2024-06-06,SKU-0045,saida,-33,539
2024-06-06,SKU-0048,saida,-48,427
2024-06-06,SKU-0049,saida,-59,36
2024-06-06,SKU-0051,saida,-48,1088
2024-06-06,SKU-0053,saida,-19,69
2024-06-06,SKU-0056,saida,-13,579
2024-06-06,SKU-0057,saida,-35,304
2024-06-06,SKU-0059,saida,-12,229
2024-06-06,SKU-0060,saida,-1,78
2024-06-06,SKU-0066,saida,-3,1296
2024-06-06,SKU-0068,saida,-3,135
2024-06-06,SKU-0069,saida,-20,353
2024-06-06,SKU-0077,saida,-5,104
2024-06-06,SKU-0079,saida,-3,317
2024-06-06,SKU-0080,saida,-9,124
2024-06-06,SKU-0081,saida,-23,311
2024-06-06,SKU-0088,saida,-39,180
2024-06-06,SKU-0090,saida,-11,314
2024-06-06,SKU-0091,saida,-12,256
2024-06-06,SKU-0092,saida,-8,325
2024-06-06,SKU-0095,saida,-42,685
2024-06-06,SKU-0099,saida,-19,1754
2024-06-06,SKU-0100,saida,-7,26
2024-06-06,SKU-0102,saida,-3,181
2024-06-06,SKU-0110,saida,-9,228
2024-06-06,SKU-0113,saida,-109,5440
2024-06-06,SKU-0115,saida,-8,123
2024-06-06,SKU-0116,ajuste,-6,370
2024-06-06,SKU-0116,saida,-16,354
2024-06-06,SKU-0118,saida,-22,353
2024-06-06,SKU-0120,saida,-13,101
2024-06-06,SKU-0121,saida,-3,96
2024-06-06,SKU-0125,saida,-4,614
2024-06-06,SKU-0127,saida,-4,130
2024-06-06,SKU-0134,saida,-11,177
2024-06-06,SKU-0136,saida,-2,119
2024-06-06,SKU-0137,saida,-2,170
2024-06-06,SKU-0138,saida,-16,27
2024-06-06,SKU-0139,saida,-16,421
2024-06-06,SKU-0140,saida,-34,1297
2024-06-06,SKU-0141,saida,-2,365
2024-06-06,SKU-0144,saida,-11,750
2024-06-06,SKU-0147,saida,-11,151
2024-06-06,SKU-0149,saida,-444,13702
2024-06-06,SKU-0150,saida,-14,509
2024-06-06,SKU-0157,saida,-7,196
2024-06-06,SKU-0158,saida,-12,892
2024-06-06,SKU-0164,saida,-11,415
2024-06-06,SKU-0165,saida,-30,1703
2024-06-06,SKU-0170,saida,-37,41
2024-06-06,SKU-0175,saida,-83,1865
2024-06-06,SKU-0178,saida,-4,137
2024-06-06,SKU-0180,saida,-5,509
2024-06-06,SKU-0181,saida,-11,80
2024-06-06,SKU-0182,saida,-5,45
2024-06-06,SKU-0187,saida,-6,66
2024-06-06,SKU-0188,saida,-2,284
2024-06-06,SKU-0195,saida,-23,2767
2024-06-06,SKU-0203,saida,-28,140
2024-06-06,SKU-0204,saida,-43,337
2024-06-06,SKU-0206,saida,-19,633
2024-06-06,SKU-0209,saida,-18,394
2024-06-06,SKU-0212,saida,-8,469
2024-06-06,SKU-0214,saida,-49,3158
2024-06-06,SKU-0215,saida,-3,198
2024-06-06,SKU-0217,saida,-9,233
2024-06-06,SKU-0219,saida,-6,44
2024-06-06,SKU-0224,saida,-2,330
2024-06-06,SKU-0229,saida,-15,130
2024-06-06,SKU-0233,saida,-5,290
2024-06-06,SKU-0236,saida,-1,512
2024-06-06,SKU-0237,saida,-13,815
2024-06-06,SKU-0240,saida,-11,312
2024-06-06,SKU-0241,saida,-13,35
2024-06-06,SKU-0243,saida,-15,401
2024-06-06,SKU-0249,saida,-1,148
2024-06-06,SKU-0250,saida,-12,353
2024-06-07,SKU-0002,saida,-34,450
2024-06-07,SKU-0004,saida,-14,94
2024-06-07,SKU-0010,saida,-3,365
2024-06-07,SKU-0011,saida,-9,144
2024-06-07,SKU-0012,saida,-17,94
2024-06-07,SKU-0017,saida,-8,396
2024-06-07,SKU-0021,saida,-5,76
2024-06-07,SKU-0024,saida,-23,969
2024-06-07,SKU-0025,saida,-24,466
2024-06-07,SKU-0026,saida,-9,598
2024-06-07,SKU-0027,saida,-7,864
2024-06-07,SKU-0028,saida,-8,190
2024-06-07,SKU-0029,saida,-38,184
2024-06-07,SKU-0032,saida,-12,225
2024-06-07,SKU-0033,saida,-15,260
2024-06-07,SKU-0035,saida,-67,716
2024-06-07,SKU-0039,saida,-7,446
2024-06-07,SKU-0040,saida,-6,56
2024-06-07,SKU-0041,saida,-5,76
2024-06-07,SKU-0045,saida,-24,515
2024-06-07,SKU-0047,saida,-14,76
2024-06-07,SKU-0048,saida,-18,409
2024-06-07,SKU-0051,saida,-12,1076
2024-06-07,SKU-0052,saida,-2,158
2024-06-07,SKU-0057,saida,-5,299
2024-06-07,SKU-0059,saida,-28,201
2024-06-07,SKU-0063,saida,-14,37
2024-06-07,SKU-0065,saida,-8,133
2024-06-07,SKU-0066,saida,-26,1270
2024-06-07,SKU-0069,saida,-12,341
2024-06-07,SKU-0071,saida,-8,1320
2024-06-07,SKU-0073,saida,-2,44
2024-06-07,SKU-0074,saida,-8,834
2024-06-07,SKU-0075,saida,-5,38
2024-06-07,SKU-0089,saida,-6,105
2024-06-07,SKU-0090,saida,-25,289
2024-06-07,SKU-0094,saida,-1,270
2024-06-07,SKU-0095,saida,-24,661
2024-06-07,SKU-0099,saida,-5,1749
2024-06-07,SKU-0102,saida,-8,173
2024-06-07,SKU-0106,saida,-2,121
2024-06-07,SKU-0107,saida,-29,493
2024-06-07,SKU-0109,saida,-7,153
2024-06-07,SKU-0113,saida,-141,5299
2024-06-07,SKU-0116,saida,-11,343
2024-06-07,SKU-0119,saida,-2,296
2024-06-07,SKU-0123,saida,-9,386
2024-06-07,SKU-0124,saida,-3,518
2024-06-07,SKU-0125,saida,-22,592
2024-06-07,SKU-0128,saida,-1,176
2024-06-07,SKU-0134,saida,-29,148
2024-06-07,SKU-0135,saida,-7,253
2024-06-07,SKU-0137,saida,-2,168
2024-06-07,SKU-0139,saida,-31,390
2024-06-07,SKU-0140,saida,-29,1268
2024-06-07,SKU-0144,saida,-10,740
2024-06-07,SKU-0145,saida,-3,227
2024-06-07,SKU-0146,saida,-5,431
2024-06-07,SKU-0149,saida,-269,13433
2024-06-07,SKU-0150,saida,-15,494
2024-06-07,SKU-0153,ajuste,-1,198
2024-06-07,SKU-0159,saida,-2,171
2024-06-07,SKU-0160,saida,-9,63
2024-06-07,SKU-0164,saida,-4,411
2024-06-07,SKU-0165,saida,-19,1684
2024-06-07,SKU-0167,saida,-4,27
2024-06-07,SKU-0168,saida,-18,156
2024-06-07,SKU-0170,saida,-28,13
2024-06-07,SKU-0173,saida,-9,114
2024-06-07,SKU-0175,saida,-6,1859
2024-06-07,SKU-0179,saida,-26,102
2024-06-07,SKU-0180,saida,-11,498
2024-06-07,SKU-0187,saida,-8,58
2024-06-07,SKU-0189,saida,-34,67
2024-06-07,SKU-0191,saida,-2,118
2024-06-07,SKU-0195,saida,-26,2741
2024-06-07,SKU-0196,saida,-12,388
2024-06-07,SKU-0204,saida,-10,327
2024-06-07,SKU-0205,saida,-9,353
2024-06-07,SKU-0208,saida,-7,865
2024-06-07,SKU-0209,saida,-17,377
2024-06-07,SKU-0210,saida,-5,296
2024-06-07,SKU-0212,saida,-21,448
2024-06-07,SKU-0214,saida,-95,3063
2024-06-07,SKU-0215,saida,-6,192
2024-06-07,SKU-0218,saida,-6,250
2024-06-07,SKU-0228,saida,-16,604
2024-06-07,SKU-0229,saida,-6,124
2024-06-07,SKU-0230,saida,-23,214
2024-06-07,SKU-0233,saida,-7,283
2024-06-07,SKU-0236,saida,-17,495
2024-06-07,SKU-0237,saida,-7,808
2024-06-07,SKU-0242,saida,-4,121
2024-06-07,SKU-0244,saida,-7,139
2024-06-07,SKU-0245,saida,-4,145
2024-06-07,SKU-0246,saida,-12,673
2024-06-07,SKU-0248,saida,-16,47
2024-06-07,SKU-0249,saida,-25,123
2024-06-07,SKU-0250,saida,-14,339
2024-06-08,SKU-0001,saida,-18,182
2024-06-08,SKU-0010,saida,-14,351
2024-06-08,SKU-0014,saida,-9,130
2024-06-08,SKU-0015,saida,-10,238
2024-06-08,SKU-0019,saida,-3,157
2024-06-08,SKU-0021,saida,-32,44
2024-06-08,SKU-0025,saida,-30,436
2024-06-08,SKU-0027,saida,-33,831
2024-06-08,SKU-0032,saida,-5,220
2024-06-08,SKU-0033,saida,-20,240
2024-06-08,SKU-0035,saida,-3,713
2024-06-08,SKU-0036,saida,-9,192
2024-06-08,SKU-0037,saida,-14,315
2024-06-08,SKU-0038,saida,-10,91
2024-06-08,SKU-0039,saida,-24,422
2024-06-08,SKU-0048,saida,-12,397
2024-06-08,SKU-0050,saida,-15,46
2024-06-08,SKU-0051,saida,-21,1055
2024-06-08,SKU-0052,saida,-10,148
2024-06-08,SKU-0053,saida,-41,28
2024-06-08,SKU-0066,saida,-47,1223
2024-06-08,SKU-0069,saida,-19,322
2024-06-08,SKU-0071,saida,-27,1293
2024-06-08,SKU-0072,saida,-7,223
2024-06-08,SKU-0073,saida,-2,42
2024-06-08,SKU-0074,saida,-9,825
2024-06-08,SKU-0078,saida,-5,169
2024-06-08,SKU-0083,saida,-5,149
2024-06-08,SKU-0085,saida,-3,218
2024-06-08,SKU-0089,saida,-20,85
2024-06-08,SKU-0094,saida,-11,259
2024-06-08,SKU-0095,saida,-37,624
2024-06-08,SKU-0099,saida,-55,1694
2024-06-08,SKU-0109,saida,-6,147
2024-06-08,SKU-0113,saida,-79,5220
2024-06-08,SKU-0115,saida,-16,107
2024-06-08,SKU-0116,saida,-6,337
2024-06-08,SKU-0119,saida,-5,291
2024-06-08,SKU-0122,saida,-9,23
2024-06-08,SKU-0123,saida,-3,383
2024-06-08,SKU-0124,saida,-7,511
2024-06-08,SKU-0125,saida,-27,565
2024-06-08,SKU-0130,saida,-9,48
2024-06-08,SKU-0133,saida,-31,110
2024-06-08,SKU-0140,saida,-39,1229
2024-06-08,SKU-0144,saida,-24,716
2024-06-08,SKU-0145,saida,-39,188
2024-06-08,SKU-0149,saida,-503,12930
2024-06-08,SKU-0150,saida,-15,479
2024-06-08,SKU-0157,saida,-29,167
2024-06-08,SKU-0158,saida,-7,885
2024-06-08,SKU-0161,saida,-8,97
2024-06-08,SKU-0162,saida,-20,188
2024-06-08,SKU-0164,saida,-20,391
2024-06-08,SKU-0165,saida,-18,1666
2024-06-08,SKU-0173,saida,-16,98
2024-06-08,SKU-0175,saida,-38,1821
2024-06-08,SKU-0178,saida,-10,127
2024-06-08,SKU-0180,saida,-21,477
2024-06-08,SKU-0183,saida,-3,64
2024-06-08,SKU-0184,saida,-1,271
2024-06-08,SKU-0185,saida,-10,110
2024-06-08,SKU-0188,saida,-21,263
2024-06-08,SKU-0190,saida,-14,20
2024-06-08,SKU-0195,saida,-41,2700
2024-06-08,SKU-0196,saida,-3,385
2024-06-08,SKU-0198,saida,-14,53
2024-06-08,SKU-0200,saida,-23,488
2024-06-08,SKU-0202,saida,-32,312
2024-06-08,SKU-0204,saida,-1,326
2024-06-08,SKU-0205,saida,-17,336
2024-06-08,SKU-0208,saida,-40,825
2024-06-08,SKU-0210,saida,-2,294
2024-06-08,SKU-0214,saida,-85,2978
2024-06-08,SKU-0217,saida,-6,227
2024-06-08,SKU-0220,saida,-3,59
2024-06-08,SKU-0228,saida,-6,598
2024-06-08,SKU-0234,saida,-15,241
2024-06-08,SKU-0236,saida,-1,494
2024-06-08,SKU-0237,saida,-14,794
2024-06-08,SKU-0238,saida,-22,375
2024-06-08,SKU-0239,saida,-33,188
2024-06-08,SKU-0240,saida,-11,301
2024-06-08,SKU-0243,saida,-10,391
2024-06-08,SKU-0246,saida,-14,659
2024-06-08,SKU-0247,saida,-37,405
2024-06-08,SKU-0249,saida,-4,119
2024-06-08,SKU-0250,saida,-2,337
2024-06-10,SKU-0001,entrada,96,278
2024-06-10,SKU-0001,saida,-18,260
2024-06-10,SKU-0002,entrada,90,540
2024-06-10,SKU-0002,saida,-18,522
2024-06-10,SKU-0004,entrada,48,142
2024-06-10,SKU-0004,saida,-6,136
2024-06-10,SKU-0006,entrada,36,132
2024-06-10,SKU-0008,entrada,72,205
2024-06-10,SKU-0008,saida,-16,189
2024-06-10,SKU-0009,entrada,36,166
2024-06-10,SKU-0010,entrada,108,459
2024-06-10,SKU-0011,entrada,36,180
2024-06-10,SKU-0011,saida,-4,176
2024-06-10,SKU-0012,entrada,36,130
2024-06-10,SKU-0013,entrada,90,466
2024-06-10,SKU-0013,saida,-12,454
2024-06-10,SKU-0015,entrada,84,322
2024-06-10,SKU-0017,entrada,66,462
2024-06-10,SKU-0017,saida,-20,442
2024-06-10,SKU-0018,entrada,72,403
2024-06-10,SKU-0018,saida,-13,390
2024-06-10,SKU-0019,entrada,72,229
2024-06-10,SKU-0019,saida,-3,226
2024-06-10,SKU-0020,entrada,72,452
2024-06-10,SKU-0020,saida,-23,429
2024-06-10,SKU-0021,entrada,54,98
2024-06-10,SKU-0024,entrada,108,1077
2024-06-10,SKU-0024,saida,-23,1054
2024-06-10,SKU-0025,entrada,84,520
2024-06-10,SKU-0025,saida,-7,513
2024-06-10,SKU-0026,entrada,78,676
2024-06-10,SKU-0026,saida,-70,606
2024-06-10,SKU-0027,entrada,228,1059
2024-06-10,SKU-0027,saida,-59,1000
2024-06-10,SKU-0028,entrada,60,250
2024-06-10,SKU-0029,entrada,48,232
2024-06-10,SKU-0029,saida,-7,225
2024-06-10,SKU-0030,entrada,54,142
2024-06-10,SKU-0032,entrada,48,268
2024-06-10,SKU-0032,saida,-2,266
2024-06-10,SKU-0033,entrada,90,330
2024-06-10,SKU-0035,entrada,120,833
2024-06-10,SKU-0035,saida,-21,812
2024-06-10,SKU-0036,entrada,72,264
2024-06-10,SKU-0036,saida,-12,252
2024-06-10,SKU-0037,entrada,108,423
2024-06-10,SKU-0038,entrada,66,157
2024-06-10,SKU-0038,saida,-8,149
2024-06-10,SKU-0039,entrada,78,500
2024-06-10,SKU-0039,saida,-4,496
2024-06-10,SKU-0040,entrada,42,98
2024-06-10,SKU-0040,saida,-12,86
2024-06-10,SKU-0041,entrada,48,124
2024-06-10,SKU-0042,saida,-11,26
2024-06-10,SKU-0043,entrada,54,191
2024-06-10,SKU-0043,saida,-3,188
2024-06-10,SKU-0045,entrada,102,617
2024-06-10,SKU-0045,saida,-23,594
2024-06-10,SKU-0046,entrada,42,63
2024-06-10,SKU-0047,entrada,48,124
2024-06-10,SKU-0047,saida,-2,122
2024-06-10,SKU-0048,entrada,84,481
2024-06-10,SKU-0048,saida,-27,454
2024-06-10,SKU-0050,saida,-2,44
2024-06-10,SKU-0051,entrada,204,1259
2024-06-10,SKU-0051,saida,-37,1222
2024-06-10,SKU-0052,entrada,60,208
2024-06-10,SKU-0052,saida,-11,197
2024-06-10,SKU-0053,entrada,60,88
2024-06-10,SKU-0053,saida,-28,60
2024-06-10,SKU-0055,saida,-5,165
2024-06-10,SKU-0056,entrada,132,711
2024-06-10,SKU-0056,saida,-31,680
2024-06-10,SKU-0057,entrada,60,359
2024-06-10,SKU-0057,saida,-22,337
2024-06-10,SKU-0058,saida,-38,43
2024-06-10,SKU-0059,entrada,90,291
2024-06-10,SKU-0059,saida,-21,270
2024-06-10,SKU-0060,saida,-12,66
2024-06-10,SKU-0061,entrada,36,111
2024-06-10,SKU-0061,saida,-8,103
2024-06-10,SKU-0062,saida,-13,97
2024-06-10,SKU-0064,entrada,54,194
2024-06-10,SKU-0065,entrada,48,181
2024-06-10,SKU-0066,entrada,222,1445
2024-06-10,SKU-0066,saida,-49,1396
2024-06-10,SKU-0067,saida,-8,98
2024-06-10,SKU-0068,entrada,36,171
2024-06-10,SKU-0068,saida,-7,164
2024-06-10,SKU-0069,entrada,120,442
2024-06-10,SKU-0069,saida,-39,403
2024-06-10,SKU-0070,entrada,42,64
2024-06-10,SKU-0071,entrada,156,1449
2024-06-10,SKU-0071,saida,-4,1445
2024-06-10,SKU-0074,entrada,96,921
2024-06-10,SKU-0074,saida,-8,913
2024-06-10,SKU-0076,entrada,42,243
2024-06-10,SKU-0077,saida,-6,98
2024-06-10,SKU-0078,entrada,60,229
2024-06-10,SKU-0078,saida,-38,191
2024-06-10,SKU-0079,entrada,102,419
2024-06-10,SKU-0079,saida,-19,400
2024-06-10,SKU-0080,entrada,42,166
2024-06-10,SKU-0080,saida,-11,155
2024-06-10,SKU-0081,entrada,78,389
2024-06-10,SKU-0081,saida,-33,356
2024-06-10,SKU-0083,saida,-8,141
2024-06-10,SKU-0084,entrada,66,123
2024-06-10,SKU-0084,saida,-8,115
2024-06-10,SKU-0088,saida,-20,160
2024-06-10,SKU-0090,entrada,96,385
2024-06-10,SKU-0090,saida,-30,355
2024-06-10,SKU-0091,entrada,78,334
2024-06-10,SKU-0092,entrada,78,403
2024-06-10,SKU-0093,entrada,78,266
2024-06-10,SKU-0094,entrada,120,379
2024-06-10,SKU-0094,saida,-37,342
2024-06-10,SKU-0095,entrada,222,846
2024-06-10,SKU-0095,saida,-104,742
2024-06-10,SKU-0096,saida,-8,112
2024-06-10,SKU-0097,entrada,102,418
2024-06-10,SKU-0097,saida,-1,417
2024-06-10,SKU-0099,entrada,192,1886
2024-06-10,SKU-0099,saida,-46,1840
2024-06-10,SKU-0100,saida,-2,24
2024-06-10,SKU-0107,entrada,60,553
2024-06-10,SKU-0107,saida,-54,499
2024-06-10,SKU-0109,entrada,60,207
2024-06-10,SKU-0109,saida,-15,192
2024-06-10,SKU-0110,entrada,78,306
2024-06-10,SKU-0110,saida,-17,289
2024-06-10,SKU-0113,entrada,948,6168
2024-06-10,SKU-0113,saida,-374,5794
2024-06-10,SKU-0114,entrada,108,491
2024-06-10,SKU-0114,saida,-2,489
2024-06-10,SKU-0115,entrada,60,167
2024-06-10,SKU-0115,saida,-2,165
2024-06-10,SKU-0116,entrada,102,439
2024-06-10,SKU-0116,saida,-36,403
2024-06-10,SKU-0118,entrada,120,473
2024-06-10,SKU-0118,saida,-20,453
2024-06-10,SKU-0119,entrada,114,405
2024-06-10,SKU-0121,saida,-32,64
2024-06-10,SKU-0122,entrada,60,83
2024-06-10,SKU-0123,entrada,96,479
2024-06-10,SKU-0123,saida,-19,460
2024-06-10,SKU-0124,entrada,78,589
2024-06-10,SKU-0124,saida,-33,556
2024-06-10,SKU-0125,entrada,114,679
2024-06-10,SKU-0125,saida,-7,672
2024-06-10,SKU-0128,entrada,120,296
2024-06-10,SKU-0128,saida,-28,268
2024-06-10,SKU-0132,saida,-12,116
2024-06-10,SKU-0134,entrada,90,238
2024-06-10,SKU-0135,entrada,66,319
2024-06-10,SKU-0135,saida,-8,311
2024-06-10,SKU-0136,entrada,42,161
2024-06-10,SKU-0137,entrada,78,246
2024-06-10,SKU-0137,saida,-18,228
2024-06-10,SKU-0138,entrada,48,75
2024-06-10,SKU-0139,entrada,78,468
2024-06-10,SKU-0139,saida,-20,448
2024-06-10,SKU-0140,entrada,228,1457
2024-06-10,SKU-0140,saida,-20,1437
2024-06-10,SKU-0141,entrada,96,461
2024-06-10,SKU-0141,saida,-10,451
2024-06-10,SKU-0144,entrada,216,932
2024-06-10,SKU-0144,saida,-44,888
2024-06-10,SKU-0145,entrada,84,272
2024-06-10,SKU-0146,entrada,72,503
2024-06-10,SKU-0146,saida,-57,446
2024-06-10,SKU-0147,entrada,54,205
2024-06-10,SKU-0147,saida,-2,203
2024-06-10,SKU-0148,entrada,36,117
2024-06-10,SKU-0149,entrada,3246,16176
2024-06-10,SKU-0149,saida,-818,15358
2024-06-10,SKU-0150,entrada,132,611
2024-06-10,SKU-0150,saida,-50,561
2024-06-10,SKU-0155,saida,-19,45
2024-06-10,SKU-0156,entrada,72,335
2024-06-10,SKU-0157,saida,-4,163
2024-06-10,SKU-0158,entrada,96,981
2024-06-10,SKU-0158,saida,-11,970
2024-06-10,SKU-0159,saida,-6,165
2024-06-10,SKU-0160,entrada,54,117
2024-06-10,SKU-0161,entrada,42,139
2024-06-10,SKU-0162,entrada,78,266
2024-06-10,SKU-0162,saida,-20,246
2024-06-10,SKU-0163,ajuste,-1,178
2024-06-10,SKU-0164,entrada,72,463
2024-06-10,SKU-0164,saida,-16,447
2024-06-10,SKU-0165,entrada,354,2020
2024-06-10,SKU-0165,saida,-60,1960
2024-06-10,SKU-0168,saida,-22,134
2024-06-10,SKU-0169,entrada,60,233
2024-06-10,SKU-0169,saida,-18,215
2024-06-10,SKU-0170,entrada,78,91
2024-06-10,SKU-0170,saida,-2,89
2024-06-10,SKU-0171,saida,-5,85
2024-06-10,SKU-0173,entrada,66,164
2024-06-10,SKU-0173,saida,-6,158
2024-06-10,SKU-0175,entrada,318,2139
2024-06-10,SKU-0175,saida,-137,2002
2024-06-10,SKU-0178,entrada,54,181
2024-06-10,SKU-0178,saida,-18,163
2024-06-10,SKU-0180,entrada,78,555
2024-06-10,SKU-0180,saida,-19,536
2024-06-10,SKU-0181,saida,-27,53
2024-06-10,SKU-0184,entrada,66,337
2024-06-10,SKU-0186,saida,-4,118
2024-06-10,SKU-0187,entrada,78,136
2024-06-10,SKU-0188,entrada,90,353
2024-06-10,SKU-0188,saida,-20,333
2024-06-10,SKU-0192,saida,-7,111
2024-06-10,SKU-0193,entrada,36,144
2024-06-10,SKU-0194,saida,-9,110
2024-06-10,SKU-0195,entrada,558,3258
2024-06-10,SKU-0195,saida,-169,3089
2024-06-10,SKU-0196,entrada,120,505
2024-06-10,SKU-0198,saida,-3,50
2024-06-10,SKU-0199,entrada,42,189
2024-06-10,SKU-0200,entrada,138,626
2024-06-10,SKU-0202,entrada,126,438
2024-06-10,SKU-0202,saida,-19,419
2024-06-10,SKU-0203,entrada,78,218
2024-06-10,SKU-0204,entrada,72,398
2024-06-10,SKU-0204,saida,-24,374
2024-06-10,SKU-0205,entrada,78,414
2024-06-10,SKU-0205,saida,-5,409
2024-06-10,SKU-0206,entrada,126,759
2024-06-10,SKU-0206,saida,-21,738
2024-06-10,SKU-0207,entrada,72,228
2024-06-10,SKU-0208,entrada,102,927
2024-06-10,SKU-0208,saida,-35,892
2024-06-10,SKU-0209,entrada,78,455
2024-06-10,SKU-0209,saida,-27,428
2024-06-10,SKU-0210,entrada,54,348
2024-06-10,SKU-0210,saida,-8,340
2024-06-10,SKU-0211,entrada,54,143
2024-06-10,SKU-0212,entrada,102,550
2024-06-10,SKU-0214,entrada,528,3506
2024-06-10,SKU-0214,saida,-122,3384
2024-06-10,SKU-0215,entrada,66,258
2024-06-10,SKU-0215,saida,-13,245
2024-06-10,SKU-0217,entrada,72,299
2024-06-10,SKU-0217,saida,-2,297
2024-06-10,SKU-0218,entrada,102,352
2024-06-10,SKU-0218,saida,-23,329
2024-06-10,SKU-0220,entrada,30,89
2024-06-10,SKU-0220,saida,-11,78
2024-06-10,SKU-0224,entrada,126,456
2024-06-10,SKU-0224,saida,-17,439
2024-06-10,SKU-0225,entrada,42,123
2024-06-10,SKU-0228,entrada,78,676
2024-06-10,SKU-0229,entrada,36,160
2024-06-10,SKU-0229,saida,-2,158
2024-06-10,SKU-0230,entrada,84,298
2024-06-10,SKU-0230,saida,-26,272
2024-06-10,SKU-0231,saida,-10,148
2024-06-10,SKU-0233,entrada,120,403
2024-06-10,SKU-0233,saida,-2,401
2024-06-10,SKU-0234,entrada,48,289
2024-06-10,SKU-0235,entrada,72,383
2024-06-10,SKU-0236,entrada,78,572
2024-06-10,SKU-0236,saida,-28,544
2024-06-10,SKU-0237,entrada,132,926
2024-06-10,SKU-0237,saida,-53,873
2024-06-10,SKU-0238,entrada,84,459
2024-06-10,SKU-0239,entrada,78,266
2024-06-10,SKU-0240,entrada,66,367
2024-06-10,SKU-0240,saida,-23,344
2024-06-10,SKU-0242,saida,-11,110
2024-06-10,SKU-0243,entrada,102,493
2024-06-10,SKU-0243,saida,-12,481
2024-06-10,SKU-0246,entrada,102,761
2024-06-10,SKU-0246,saida,-54,707
2024-06-10,SKU-0247,entrada,72,477
2024-06-10,SKU-0247,saida,-26,451
2024-06-10,SKU-0248,saida,-14,33
2024-06-10,SKU-0249,entrada,36,155
2024-06-10,SKU-0249,saida,-2,153
2024-06-10,SKU-0250,entrada,66,403
2024-06-10,SKU-0250,saida,-49,354
2024-06-11,SKU-0002,saida,-16,506
2024-06-11,SKU-0013,saida,-7,447
2024-06-11,SKU-0014,saida,-7,123
2024-06-11,SKU-0019,saida,-24,202
2024-06-11,SKU-0021,saida,-5,93
2024-06-11,SKU-0024,saida,-8,1046
2024-06-11,SKU-0025,saida,-6,507
2024-06-11,SKU-0026,saida,-34,572
2024-06-11,SKU-0027,saida,-14,986
2024-06-11,SKU-0035,saida,-20,792
2024-06-11,SKU-0036,saida,-5,247
2024-06-11,SKU-0037,saida,-6,417
2024-06-11,SKU-0042,ajuste,-7,19
2024-06-11,SKU-0043,saida,-17,171
2024-06-11,SKU-0045,saida,-16,578
2024-06-11,SKU-0048,saida,-2,452
2024-06-11,SKU-0051,saida,-36,1186
2024-06-11,SKU-0052,saida,-2,195
2024-06-11,SKU-0053,saida,-15,45
2024-06-11,SKU-0056,saida,-42,638
2024-06-11,SKU-0057,saida,-11,326
2024-06-11,SKU-0062,saida,-6,91
2024-06-11,SKU-0063,saida,-7,30
2024-06-11,SKU-0069,saida,-3,400
2024-06-11,SKU-0071,saida,-5,1440
2024-06-11,SKU-0080,saida,-6,149
2024-06-11,SKU-0081,saida,-13,343
2024-06-11,SKU-0083,saida,-10,131
2024-06-11,SKU-0090,saida,-15,340
2024-06-11,SKU-0094,saida,-11,331
2024-06-11,SKU-0095,saida,-37,705
2024-06-11,SKU-0097,saida,-22,395
2024-06-11,SKU-0099,saida,-15,1825
2024-06-11,SKU-0110,saida,-7,282
2024-06-11,SKU-0113,saida,-89,5705
2024-06-11,SKU-0116,saida,-3,400
2024-06-11,SKU-0119,saida,-10,395
2024-06-11,SKU-0122,saida,-10,73
2024-06-11,SKU-0123,saida,-2,458
2024-06-11,SKU-0124,saida,-30,526
2024-06-11,SKU-0125,saida,-6,666
2024-06-11,SKU-0128,saida,-16,252
2024-06-11,SKU-0134,saida,-3,235
2024-06-11,SKU-0136,saida,-2,159
