id,cliente_id,vendedor_id,data,status
16637,867,1,2024-11-01,entregue
16638,884,6,2024-11-01,entregue
16639,891,5,2024-11-01,entregue
16640,895,11,2024-11-01,entregue
16641,901,4,2024-11-01,entregue
16642,902,8,2024-11-01,entregue
16643,915,5,2024-11-01,entregue
16644,939,9,2024-11-01,entregue
16645,965,4,2024-11-01,entregue
16646,977,7,2024-11-01,entregue
16647,989,6,2024-11-01,entregue
16648,1027,6,2024-11-01,entregue
16649,1057,12,2024-11-01,entregue
16650,1077,7,2024-11-01,entregue
16651,1119,7,2024-11-01,entregue
16652,1138,7,2024-11-01,entregue
16653,1138,7,2024-11-01,entregue
16654,1141,6,2024-11-01,entregue
16655,1150,12,2024-11-01,entregue
16656,1161,12,2024-11-01,entregue
16657,1180,8,2024-11-01,entregue
16658,1186,11,2024-11-01,entregue
16659,4,12,2024-11-02,entregue
16660,22,11,2024-11-02,entregue
16661,43,5,2024-11-02,entregue
16662,48,11,2024-11-02,entregue
16663,74,4,2024-11-02,entregue
16664,76,4,2024-11-02,entregue
16665,99,10,2024-11-02,entregue
16666,127,3,2024-11-02,cancelado
16667,132,7,2024-11-02,entregue
16668,173,5,2024-11-02,entregue
16669,178,6,2024-11-02,entregue
16670,242,7,2024-11-02,entregue
16671,267,2,2024-11-02,entregue
16672,272,2,2024-11-02,entregue
16673,288,7,2024-11-02,entregue
16674,291,3,2024-11-02,entregue
16675,300,5,2024-11-02,entregue
16676,306,5,2024-11-02,entregue
16677,309,3,2024-11-02,entregue
16678,325,12,2024-11-02,entregue
16679,361,10,2024-11-02,entregue
16680,402,1,2024-11-02,entregue
16681,412,3,2024-11-02,entregue
16682,421,8,2024-11-02,entregue
16683,429,11,2024-11-02,entregue
16684,436,1,2024-11-02,entregue
16685,487,10,2024-11-02,entregue
16686,496,1,2024-11-02,entregue
16687,520,10,2024-11-02,entregue
16688,521,3,2024-11-02,entregue
16689,542,6,2024-11-02,entregue
16690,582,2,2024-11-02,entregue
16691,601,8,2024-11-02,entregue
16692,606,2,2024-11-02,entregue
16693,621,12,2024-11-02,entregue
16694,648,12,2024-11-02,entregue
16695,689,8,2024-11-02,entregue
16696,691,8,2024-11-02,entregue
16697,768,6,2024-11-02,entregue
16698,780,2,2024-11-02,entregue
16699,840,6,2024-11-02,entregue
16700,876,7,2024-11-02,entregue
16701,892,6,2024-11-02,entregue
16702,920,5,2024-11-02,entregue
16703,936,2,2024-11-02,entregue
16704,951,6,2024-11-02,entregue
16705,960,4,2024-11-02,entregue
16706,999,7,2024-11-02,entregue
16707,1035,9,2024-11-02,entregue
16708,1037,3,2024-11-02,entregue
16709,1070,7,2024-11-02,entregue
16710,1075,11,2024-11-02,entregue
16711,1080,12,2024-11-02,entregue
16712,1091,2,2024-11-02,entregue
16713,1112,2,2024-11-02,entregue
16714,1126,7,2024-11-02,entregue
16715,1139,7,2024-11-02,entregue
16716,1167,7,2024-11-02,entregue
16717,1196,2,2024-11-02,cancelado
16718,25,11,2024-11-04,entregue
16719,30,2,2024-11-04,entregue
16720,41,2,2024-11-04,entregue
16721,42,12,2024-11-04,entregue
16722,42,12,2024-11-04,entregue
16723,47,8,2024-11-04,entregue
16724,48,11,2024-11-04,entregue
16725,48,11,2024-11-04,entregue
16726,54,12,2024-11-04,entregue
16727,55,12,2024-11-04,cancelado
16728,55,12,2024-11-04,entregue
16729,73,12,2024-11-04,entregue
16730,74,4,2024-11-04,entregue
16731,79,11,2024-11-04,entregue
16732,87,7,2024-11-04,entregue
16733,96,5,2024-11-04,entregue
16734,108,7,2024-11-04,entregue
16735,117,11,2024-11-04,entregue
16736,123,11,2024-11-04,entregue
16737,132,7,2024-11-04,entregue
16738,133,2,2024-11-04,entregue
16739,134,4,2024-11-04,entregue
16740,134,4,2024-11-04,entregue
16741,134,4,2024-11-04,entregue
16742,148,12,2024-11-04,entregue
16743,159,11,2024-11-04,entregue
16744,171,9,2024-11-04,entregue
16745,173,5,2024-11-04,entregue
16746,174,6,2024-11-04,entregue
16747,178,6,2024-11-04,entregue
16748,178,6,2024-11-04,entregue
16749,184,10,2024-11-04,entregue
16750,185,11,2024-11-04,entregue
16751,194,10,2024-11-04,entregue
16752,218,10,2024-11-04,entregue
16753,224,5,2024-11-04,entregue
16754,226,10,2024-11-04,entregue
16755,232,8,2024-11-04,entregue
16756,232,8,2024-11-04,entregue
16757,239,6,2024-11-04,entregue
16758,256,12,2024-11-04,entregue
16759,260,2,2024-11-04,entregue
16760,261,2,2024-11-04,entregue
16761,272,2,2024-11-04,entregue
16762,272,2,2024-11-04,entregue
16763,293,11,2024-11-04,entregue
16764,299,2,2024-11-04,entregue
16765,315,2,2024-11-04,entregue
16766,326,5,2024-11-04,entregue
16767,333,10,2024-11-04,entregue
16768,351,10,2024-11-04,entregue
16769,351,10,2024-11-04,entregue
16770,352,11,2024-11-04,entregue
16771,372,12,2024-11-04,entregue
16772,373,5,2024-11-04,entregue
16773,409,7,2024-11-04,entregue
16774,410,10,2024-11-04,entregue
16775,410,10,2024-11-04,entregue
16776,426,7,2024-11-04,entregue
16777,452,10,2024-11-04,entregue
16778,463,3,2024-11-04,entregue
16779,481,3,2024-11-04,entregue
16780,496,1,2024-11-04,entregue
16781,511,1,2024-11-04,entregue
16782,522,11,2024-11-04,entregue
16783,531,7,2024-11-04,entregue
16784,534,7,2024-11-04,entregue
16785,541,4,2024-11-04,entregue
16786,541,4,2024-11-04,entregue
16787,563,7,2024-11-04,entregue
16788,567,8,2024-11-04,entregue
16789,568,4,2024-11-04,entregue
16790,574,2,2024-11-04,entregue
16791,582,2,2024-11-04,entregue
16792,583,11,2024-11-04,entregue
16793,584,7,2024-11-04,entregue
16794,588,9,2024-11-04,entregue
16795,590,12,2024-11-04,entregue
16796,620,12,2024-11-04,entregue
16797,629,11,2024-11-04,entregue
16798,643,9,2024-11-04,entregue
16799,652,5,2024-11-04,entregue
16800,657,3,2024-11-04,entregue
16801,661,1,2024-11-04,entregue
16802,672,6,2024-11-04,entregue
16803,692,2,2024-11-04,entregue
16804,692,2,2024-11-04,entregue
16805,707,12,2024-11-04,entregue
16806,720,4,2024-11-04,entregue
16807,743,4,2024-11-04,entregue
16808,751,5,2024-11-04,entregue
16809,800,1,2024-11-04,entregue
16810,800,1,2024-11-04,entregue
16811,803,12,2024-11-04,entregue
16812,811,11,2024-11-04,entregue
16813,814,11,2024-11-04,entregue
16814,828,4,2024-11-04,entregue
16815,828,4,2024-11-04,entregue
16816,828,4,2024-11-04,entregue
16817,831,6,2024-11-04,entregue
16818,839,4,2024-11-04,entregue
16819,840,6,2024-11-04,entregue
16820,840,6,2024-11-04,entregue
16821,853,11,2024-11-04,entregue
16822,866,11,2024-11-04,entregue
16823,868,7,2024-11-04,entregue
16824,870,9,2024-11-04,entregue
16825,903,2,2024-11-04,entregue
16826,911,4,2024-11-04,entregue
16827,927,11,2024-11-04,entregue
16828,929,1,2024-11-04,entregue
16829,943,10,2024-11-04,entregue
16830,945,11,2024-11-04,entregue
16831,945,11,2024-11-04,entregue
16832,952,2,2024-11-04,entregue
16833,961,12,2024-11-04,entregue
16834,974,6,2024-11-04,entregue
16835,976,4,2024-11-04,entregue
16836,994,1,2024-11-04,entregue
16837,997,3,2024-11-04,entregue
16838,1000,6,2024-11-04,entregue
16839,1043,4,2024-11-04,entregue
16840,1046,2,2024-11-04,entregue
16841,1046,2,2024-11-04,entregue
16842,1046,2,2024-11-04,entregue
16843,1047,11,2024-11-04,entregue
16844,1052,3,2024-11-04,entregue
16845,1054,1,2024-11-04,entregue
16846,1056,10,2024-11-04,entregue
16847,1067,3,2024-11-04,entregue
16848,1072,10,2024-11-04,entregue
16849,1089,1,2024-11-04,entregue
16850,1089,1,2024-11-04,entregue
16851,1092,3,2024-11-04,entregue
16852,1112,2,2024-11-04,entregue
16853,1116,7,2024-11-04,entregue
16854,1138,7,2024-11-04,entregue
16855,1144,7,2024-11-04,entregue
16856,1145,5,2024-11-04,entregue
16857,1156,5,2024-11-04,entregue
16858,1171,1,2024-11-04,entregue
16859,1180,8,2024-11-04,entregue
16860,1180,8,2024-11-04,entregue
16861,1196,2,2024-11-04,entregue
16862,1,10,2024-11-05,entregue
16863,4,12,2024-11-05,entregue
16864,15,12,2024-11-05,entregue
16865,34,1,2024-11-05,entregue
16866,44,11,2024-11-05,entregue
16867,70,5,2024-11-05,entregue
16868,82,12,2024-11-05,entregue
16869,89,11,2024-11-05,entregue
16870,133,2,2024-11-05,entregue
16871,162,11,2024-11-05,entregue
16872,165,6,2024-11-05,entregue
16873,183,8,2024-11-05,entregue
16874,189,2,2024-11-05,entregue
16875,198,6,2024-11-05,entregue
16876,243,7,2024-11-05,entregue
16877,245,2,2024-11-05,entregue
16878,291,3,2024-11-05,entregue
16879,299,2,2024-11-05,entregue
16880,329,5,2024-11-05,entregue
16881,331,2,2024-11-05,entregue
16882,338,3,2024-11-05,entregue
16883,384,11,2024-11-05,cancelado
16884,391,1,2024-11-05,entregue
16885,427,2,2024-11-05,entregue
16886,440,11,2024-11-05,entregue
16887,460,1,2024-11-05,entregue
16888,469,7,2024-11-05,entregue
16889,481,3,2024-11-05,entregue
16890,496,1,2024-11-05,entregue
16891,504,2,2024-11-05,entregue
16892,522,11,2024-11-05,entregue
16893,533,12,2024-11-05,entregue
16894,588,9,2024-11-05,entregue
16895,599,1,2024-11-05,entregue
16896,606,2,2024-11-05,entregue
16897,706,10,2024-11-05,entregue
16898,773,11,2024-11-05,entregue
16899,777,9,2024-11-05,entregue
16900,793,4,2024-11-05,entregue
16901,804,12,2024-11-05,entregue
16902,868,7,2024-11-05,entregue
16903,894,2,2024-11-05,entregue
16904,895,11,2024-11-05,entregue
16905,987,2,2024-11-05,entregue
16906,1038,6,2024-11-05,entregue
16907,1053,2,2024-11-05,entregue
16908,1060,1,2024-11-05,entregue
16909,1076,3,2024-11-05,entregue
16910,1087,3,2024-11-05,entregue
16911,1099,8,2024-11-05,entregue
16912,1130,7,2024-11-05,entregue
16913,1136,9,2024-11-05,entregue
16914,1160,8,2024-11-05,cancelado
16915,1180,8,2024-11-05,entregue
16916,53,7,2024-11-06,entregue
16917,54,12,2024-11-06,entregue
16918,62,11,2024-11-06,entregue
16919,69,7,2024-11-06,entregue
16920,70,5,2024-11-06,entregue
16921,75,2,2024-11-06,entregue
16922,76,4,2024-11-06,entregue
16923,81,11,2024-11-06,entregue
16924,96,5,2024-11-06,entregue
16925,132,7,2024-11-06,entregue
16926,192,7,2024-11-06,entregue
16927,193,11,2024-11-06,entregue
16928,193,11,2024-11-06,entregue
16929,240,6,2024-11-06,entregue
16930,243,7,2024-11-06,entregue
16931,264,5,2024-11-06,entregue
16932,284,5,2024-11-06,entregue
16933,290,1,2024-11-06,entregue
16934,290,1,2024-11-06,entregue
16935,309,3,2024-11-06,entregue
16936,328,11,2024-11-06,entregue
16937,342,8,2024-11-06,entregue
16938,355,2,2024-11-06,entregue
16939,390,11,2024-11-06,entregue
16940,395,6,2024-11-06,entregue
16941,408,3,2024-11-06,entregue
16942,425,5,2024-11-06,entregue
16943,436,1,2024-11-06,entregue
16944,444,11,2024-11-06,entregue
16945,449,5,2024-11-06,entregue
16946,496,1,2024-11-06,entregue
16947,497,7,2024-11-06,entregue
16948,523,6,2024-11-06,entregue
16949,533,12,2024-11-06,entregue
16950,542,6,2024-11-06,entregue
16951,624,12,2024-11-06,entregue
16952,636,1,2024-11-06,entregue
16953,689,8,2024-11-06,entregue
16954,693,1,2024-11-06,entregue
16955,737,6,2024-11-06,entregue
16956,767,1,2024-11-06,entregue
16957,780,2,2024-11-06,entregue
16958,786,12,2024-11-06,entregue
16959,845,5,2024-11-06,entregue
16960,897,9,2024-11-06,entregue
16961,905,10,2024-11-06,entregue
16962,906,11,2024-11-06,entregue
16963,917,3,2024-11-06,entregue
16964,920,5,2024-11-06,entregue
16965,926,7,2024-11-06,entregue
16966,951,6,2024-11-06,entregue
16967,1033,6,2024-11-06,entregue
16968,1040,7,2024-11-06,entregue
16969,1091,2,2024-11-06,entregue
16970,1102,9,2024-11-06,entregue
16971,1107,7,2024-11-06,entregue
16972,1144,7,2024-11-06,entregue
16973,1149,5,2024-11-06,entregue
16974,1152,3,2024-11-06,entregue
16975,1180,8,2024-11-06,entregue
16976,1190,3,2024-11-06,entregue
16977,1191,2,2024-11-06,entregue
16978,1195,11,2024-11-06,entregue
16979,11,2,2024-11-07,entregue
16980,32,5,2024-11-07,entregue
16981,49,8,2024-11-07,entregue
16982,55,12,2024-11-07,entregue
16983,56,1,2024-11-07,entregue
16984,101,12,2024-11-07,entregue
16985,103,1,2024-11-07,entregue
16986,120,3,2024-11-07,entregue
16987,127,3,2024-11-07,entregue
16988,128,6,2024-11-07,entregue
16989,132,7,2024-11-07,entregue
16990,136,9,2024-11-07,entregue
16991,178,6,2024-11-07,entregue
16992,258,7,2024-11-07,entregue
16993,285,11,2024-11-07,entregue
16994,288,7,2024-11-07,entregue
16995,306,5,2024-11-07,entregue
16996,312,2,2024-11-07,entregue
16997,335,12,2024-11-07,entregue
16998,343,10,2024-11-07,entregue
16999,379,11,2024-11-07,entregue
17000,381,10,2024-11-07,entregue
17001,424,11,2024-11-07,entregue
17002,424,11,2024-11-07,entregue
17003,427,2,2024-11-07,entregue
17004,436,1,2024-11-07,entregue
17005,483,10,2024-11-07,entregue
17006,483,10,2024-11-07,entregue
17007,491,12,2024-11-07,entregue
17008,492,6,2024-11-07,entregue
17009,563,7,2024-11-07,entregue
17010,573,11,2024-11-07,entregue
17011,579,11,2024-11-07,entregue
17012,588,9,2024-11-07,entregue
17013,590,12,2024-11-07,entregue
17014,591,6,2024-11-07,entregue
17015,604,11,2024-11-07,entregue
17016,677,6,2024-11-07,entregue
17017,686,7,2024-11-07,entregue
17018,734,1,2024-11-07,entregue
17019,738,12,2024-11-07,entregue
17020,741,11,2024-11-07,entregue
17021,743,4,2024-11-07,entregue
17022,773,11,2024-11-07,entregue
17023,779,4,2024-11-07,entregue
17024,839,4,2024-11-07,entregue
17025,866,11,2024-11-07,entregue
17026,878,6,2024-11-07,entregue
17027,886,1,2024-11-07,entregue
17028,887,2,2024-11-07,entregue
17029,913,5,2024-11-07,entregue
17030,917,3,2024-11-07,entregue
17031,931,9,2024-11-07,entregue
17032,939,9,2024-11-07,cancelado
17033,972,10,2024-11-07,cancelado
17034,980,11,2024-11-07,entregue
17035,1000,6,2024-11-07,entregue
17036,1002,5,2024-11-07,entregue
17037,1036,9,2024-11-07,entregue
17038,1072,10,2024-11-07,entregue
17039,1101,11,2024-11-07,entregue
17040,1116,7,2024-11-07,entregue
17041,1128,2,2024-11-07,entregue
17042,1148,2,2024-11-07,entregue
17043,1170,6,2024-11-07,entregue
17044,1177,12,2024-11-07,entregue
17045,24,4,2024-11-08,entregue
17046,36,7,2024-11-08,entregue
17047,48,11,2024-11-08,entregue
17048,72,1,2024-11-08,entregue
17049,82,12,2024-11-08,entregue
17050,103,1,2024-11-08,entregue
17051,117,11,2024-11-08,entregue
17052,134,4,2024-11-08,entregue
17053,162,11,2024-11-08,entregue
17054,172,12,2024-11-08,entregue
17055,186,4,2024-11-08,entregue
17056,186,4,2024-11-08,entregue
17057,201,4,2024-11-08,cancelado
17058,214,2,2024-11-08,entregue
17059,214,2,2024-11-08,entregue
17060,230,11,2024-11-08,entregue
17061,249,12,2024-11-08,entregue
17062,258,7,2024-11-08,entregue
17063,288,7,2024-11-08,cancelado
17064,291,3,2024-11-08,entregue
17065,310,9,2024-11-08,entregue
17066,321,3,2024-11-08,entregue
17067,361,10,2024-11-08,entregue
17068,425,5,2024-11-08,entregue
17069,426,7,2024-11-08,entregue
17070,426,7,2024-11-08,entregue
17071,436,1,2024-11-08,entregue
17072,445,8,2024-11-08,entregue
17073,497,7,2024-11-08,entregue
17074,502,12,2024-11-08,entregue
17075,530,3,2024-11-08,entregue
17076,541,4,2024-11-08,entregue
17077,550,7,2024-11-08,entregue
17078,574,2,2024-11-08,entregue
17079,576,6,2024-11-08,entregue
17080,607,6,2024-11-08,entregue
17081,620,12,2024-11-08,entregue
17082,701,1,2024-11-08,entregue
17083,704,6,2024-11-08,entregue
17084,765,11,2024-11-08,entregue
17085,769,2,2024-11-08,entregue
17086,783,2,2024-11-08,entregue
17087,786,12,2024-11-08,entregue
17088,800,1,2024-11-08,entregue
17089,804,12,2024-11-08,entregue
17090,825,7,2024-11-08,entregue
17091,865,7,2024-11-08,entregue
17092,865,7,2024-11-08,entregue
17093,874,2,2024-11-08,entregue
17094,904,12,2024-11-08,entregue
17095,905,10,2024-11-08,entregue
17096,912,1,2024-11-08,entregue
17097,950,8,2024-11-08,entregue
17098,1046,2,2024-11-08,entregue
17099,1046,2,2024-11-08,entregue
17100,1130,7,2024-11-08,entregue
17101,1142,11,2024-11-08,entregue
17102,1150,12,2024-11-08,entregue
17103,1164,12,2024-11-08,entregue
17104,1184,2,2024-11-08,entregue
17105,1188,3,2024-11-08,entregue
17106,1195,11,2024-11-08,entregue
17107,25,11,2024-11-09,entregue
17108,35,6,2024-11-09,entregue
17109,77,12,2024-11-09,entregue
17110,97,1,2024-11-09,entregue
17111,122,8,2024-11-09,cancelado
17112,123,11,2024-11-09,entregue
17113,128,6,2024-11-09,entregue
17114,146,7,2024-11-09,entregue
17115,146,7,2024-11-09,entregue
17116,193,11,2024-11-09,entregue
17117,201,4,2024-11-09,entregue
17118,211,11,2024-11-09,entregue
17119,212,3,2024-11-09,entregue
17120,218,10,2024-11-09,entregue
17121,266,9,2024-11-09,entregue
17122,281,3,2024-11-09,entregue
17123,332,8,2024-11-09,entregue
17124,337,11,2024-11-09,entregue
17125,368,10,2024-11-09,entregue
17126,450,6,2024-11-09,entregue
17127,466,4,2024-11-09,entregue
17128,523,6,2024-11-09,entregue
17129,554,10,2024-11-09,entregue
17130,562,10,2024-11-09,entregue
17131,574,2,2024-11-09,entregue
17132,596,1,2024-11-09,entregue
17133,598,9,2024-11-09,entregue
17134,607,6,2024-11-09,entregue
17135,621,12,2024-11-09,entregue
17136,641,4,2024-11-09,entregue
17137,664,1,2024-11-09,entregue
17138,669,11,2024-11-09,entregue
17139,696,5,2024-11-09,entregue
17140,700,7,2024-11-09,entregue
17141,708,1,2024-11-09,entregue
17142,722,1,2024-11-09,entregue
17143,758,5,2024-11-09,entregue
17144,825,7,2024-11-09,entregue
17145,834,6,2024-11-09,entregue
17146,834,6,2024-11-09,entregue
17147,848,11,2024-11-09,entregue
17148,864,1,2024-11-09,entregue
17149,912,1,2024-11-09,entregue
17150,913,5,2024-11-09,entregue
17151,961,12,2024-11-09,entregue
17152,1000,6,2024-11-09,entregue
17153,1046,2,2024-11-09,entregue
17154,1054,1,2024-11-09,entregue
17155,1064,1,2024-11-09,entregue
17156,1102,9,2024-11-09,entregue
17157,1110,10,2024-11-09,entregue
17158,1174,11,2024-11-09,entregue
17159,10,5,2024-11-11,entregue
17160,46,1,2024-11-11,entregue
17161,48,11,2024-11-11,entregue
17162,79,11,2024-11-11,entregue
17163,81,11,2024-11-11,entregue
17164,93,6,2024-11-11,entregue
17165,93,6,2024-11-11,entregue
17166,99,10,2024-11-11,entregue
17167,101,12,2024-11-11,entregue
17168,103,1,2024-11-11,entregue
17169,108,7,2024-11-11,entregue
17170,110,12,2024-11-11,entregue
17171,120,3,2024-11-11,entregue
17172,136,9,2024-11-11,entregue
17173,137,6,2024-11-11,entregue
17174,143,2,2024-11-11,entregue
17175,151,6,2024-11-11,entregue
17176,162,11,2024-11-11,entregue
17177,178,6,2024-11-11,entregue
17178,183,8,2024-11-11,entregue
17179,187,2,2024-11-11,entregue
17180,188,12,2024-11-11,entregue
17181,203,7,2024-11-11,entregue
17182,211,11,2024-11-11,entregue
17183,214,2,2024-11-11,entregue
17184,217,3,2024-11-11,entregue
17185,218,10,2024-11-11,entregue
17186,219,4,2024-11-11,entregue
17187,226,10,2024-11-11,entregue
17188,227,12,2024-11-11,entregue
17189,232,8,2024-11-11,entregue
17190,244,11,2024-11-11,entregue
17191,247,10,2024-11-11,entregue
17192,252,4,2024-11-11,entregue
17193,259,4,2024-11-11,entregue
17194,300,5,2024-11-11,entregue
17195,304,9,2024-11-11,entregue
17196,310,9,2024-11-11,entregue
17197,315,2,2024-11-11,entregue
17198,317,4,2024-11-11,entregue
17199,331,2,2024-11-11,entregue
17200,336,11,2024-11-11,entregue
17201,354,4,2024-11-11,entregue
17202,360,5,2024-11-11,entregue
17203,369,12,2024-11-11,entregue
17204,371,12,2024-11-11,entregue
17205,381,10,2024-11-11,entregue
17206,381,10,2024-11-11,entregue
17207,384,11,2024-11-11,entregue
17208,408,3,2024-11-11,entregue
17209,410,10,2024-11-11,entregue
17210,412,3,2024-11-11,entregue
17211,427,2,2024-11-11,entregue
17212,445,8,2024-11-11,entregue
17213,448,6,2024-11-11,entregue
17214,463,3,2024-11-11,entregue
17215,472,8,2024-11-11,entregue
17216,474,9,2024-11-11,entregue
17217,493,7,2024-11-11,entregue
17218,504,2,2024-11-11,entregue
17219,507,1,2024-11-11,entregue
17220,522,11,2024-11-11,entregue
17221,531,7,2024-11-11,entregue
17222,532,12,2024-11-11,entregue
17223,533,12,2024-11-11,entregue
17224,533,12,2024-11-11,entregue
17225,561,3,2024-11-11,entregue
17226,587,9,2024-11-11,entregue
17227,593,6,2024-11-11,entregue
17228,597,5,2024-11-11,entregue
17229,608,8,2024-11-11,entregue
17230,616,12,2024-11-11,entregue
17231,622,1,2024-11-11,entregue
17232,625,11,2024-11-11,entregue
17233,633,7,2024-11-11,entregue
17234,643,9,2024-11-11,entregue
17235,650,3,2024-11-11,entregue
17236,670,7,2024-11-11,entregue
17237,672,6,2024-11-11,entregue
17238,689,8,2024-11-11,entregue
17239,717,6,2024-11-11,entregue
17240,722,1,2024-11-11,entregue
17241,722,1,2024-11-11,entregue
17242,723,6,2024-11-11,entregue
17243,766,4,2024-11-11,entregue
17244,791,4,2024-11-11,entregue
17245,799,1,2024-11-11,entregue
17246,819,10,2024-11-11,cancelado
17247,832,3,2024-11-11,entregue
17248,839,4,2024-11-11,entregue
17249,851,10,2024-11-11,entregue
17250,853,11,2024-11-11,entregue
17251,884,6,2024-11-11,entregue
17252,885,12,2024-11-11,entregue
17253,907,2,2024-11-11,entregue
17254,919,5,2024-11-11,entregue
17255,952,2,2024-11-11,entregue
17256,957,11,2024-11-11,entregue
17257,958,10,2024-11-11,entregue
17258,959,3,2024-11-11,entregue
17259,960,4,2024-11-11,entregue
17260,986,4,2024-11-11,entregue
17261,993,5,2024-11-11,entregue
17262,1021,1,2024-11-11,entregue
17263,1026,10,2024-11-11,entregue
17264,1031,11,2024-11-11,entregue
17265,1038,6,2024-11-11,entregue
17266,1050,9,2024-11-11,cancelado
17267,1051,11,2024-11-11,entregue
17268,1068,2,2024-11-11,entregue
17269,1081,9,2024-11-11,entregue
17270,1082,12,2024-11-11,entregue
17271,1099,8,2024-11-11,entregue
17272,1103,7,2024-11-11,entregue
17273,1106,12,2024-11-11,entregue
17274,1111,12,2024-11-11,entregue
17275,1120,7,2024-11-11,entregue
17276,1138,7,2024-11-11,entregue
17277,1157,10,2024-11-11,entregue
17278,1161,12,2024-11-11,entregue
17279,1168,3,2024-11-11,entregue
17280,1180,8,2024-11-11,entregue
17281,1191,2,2024-11-11,entregue
17282,23,4,2024-11-12,entregue
17283,42,12,2024-11-12,entregue
17284,42,12,2024-11-12,entregue
17285,72,1,2024-11-12,entregue
17286,97,1,2024-11-12,entregue
17287,97,1,2024-11-12,entregue
17288,101,12,2024-11-12,entregue
17289,108,7,2024-11-12,entregue
17290,120,3,2024-11-12,entregue
17291,149,6,2024-11-12,entregue
17292,159,11,2024-11-12,entregue
17293,171,9,2024-11-12,entregue
17294,201,4,2024-11-12,entregue
17295,242,7,2024-11-12,entregue
17296,258,7,2024-11-12,entregue
17297,280,6,2024-11-12,entregue
17298,338,3,2024-11-12,entregue
17299,347,9,2024-11-12,entregue
17300,357,6,2024-11-12,entregue
17301,376,12,2024-11-12,entregue
17302,379,11,2024-11-12,entregue
17303,387,4,2024-11-12,entregue
17304,470,8,2024-11-12,entregue
17305,491,12,2024-11-12,entregue
17306,515,2,2024-11-12,entregue
17307,529,3,2024-11-12,entregue
17308,576,6,2024-11-12,entregue
17309,639,6,2024-11-12,entregue
17310,640,7,2024-11-12,entregue
17311,642,12,2024-11-12,entregue
17312,651,11,2024-11-12,entregue
17313,662,9,2024-11-12,entregue
17314,681,1,2024-11-12,entregue
17315,692,2,2024-11-12,entregue
17316,768,6,2024-11-12,entregue
17317,769,2,2024-11-12,entregue
17318,773,11,2024-11-12,entregue
17319,775,8,2024-11-12,entregue
17320,811,11,2024-11-12,entregue
17321,824,10,2024-11-12,entregue
17322,861,2,2024-11-12,entregue
17323,871,2,2024-11-12,entregue
17324,881,12,2024-11-12,entregue
17325,891,5,2024-11-12,entregue
17326,931,9,2024-11-12,entregue
17327,951,6,2024-11-12,entregue
17328,999,7,2024-11-12,entregue
17329,1001,7,2024-11-12,entregue
17330,1004,2,2024-11-12,entregue
17331,1050,9,2024-11-12,entregue
17332,1064,1,2024-11-12,entregue
17333,1077,7,2024-11-12,entregue
17334,1107,7,2024-11-12,entregue
17335,1119,7,2024-11-12,entregue
17336,1140,4,2024-11-12,entregue
17337,1140,4,2024-11-12,entregue
17338,1165,11,2024-11-12,entregue
17339,1174,11,2024-11-12,entregue
17340,1188,3,2024-11-12,cancelado
17341,1200,8,2024-11-12,entregue
17342,23,4,2024-11-13,entregue
17343,25,11,2024-11-13,entregue
17344,41,2,2024-11-13,entregue
17345,45,12,2024-11-13,entregue
17346,64,1,2024-11-13,entregue
17347,68,11,2024-11-13,entregue
17348,87,7,2024-11-13,entregue
17349,101,12,2024-11-13,entregue
17350,191,4,2024-11-13,entregue
17351,211,11,2024-11-13,entregue
17352,234,11,2024-11-13,entregue
17353,240,6,2024-11-13,entregue
17354,243,7,2024-11-13,entregue
17355,244,11,2024-11-13,entregue
17356,245,2,2024-11-13,entregue
17357,258,7,2024-11-13,entregue
17358,268,2,2024-11-13,entregue
17359,303,8,2024-11-13,entregue
17360,336,11,2024-11-13,entregue
17361,337,11,2024-11-13,entregue
17362,344,2,2024-11-13,entregue
17363,360,5,2024-11-13,entregue
17364,369,12,2024-11-13,entregue
17365,371,12,2024-11-13,entregue
17366,375,6,2024-11-13,entregue
17367,403,10,2024-11-13,entregue
17368,412,3,2024-11-13,entregue
17369,427,2,2024-11-13,entregue
17370,432,2,2024-11-13,entregue
17371,444,11,2024-11-13,entregue
17372,492,6,2024-11-13,entregue
17373,500,6,2024-11-13,entregue
17374,502,12,2024-11-13,entregue
17375,511,1,2024-11-13,entregue
17376,550,7,2024-11-13,entregue
17377,553,5,2024-11-13,entregue
17378,554,10,2024-11-13,entregue
17379,596,1,2024-11-13,entregue
17380,619,1,2024-11-13,entregue
17381,621,12,2024-11-13,entregue
17382,623,10,2024-11-13,entregue
17383,641,4,2024-11-13,entregue
17384,663,4,2024-11-13,entregue
17385,686,7,2024-11-13,entregue
17386,692,2,2024-11-13,entregue
17387,712,10,2024-11-13,entregue
17388,721,12,2024-11-13,entregue
17389,722,1,2024-11-13,entregue
17390,724,11,2024-11-13,entregue
17391,768,6,2024-11-13,entregue
17392,768,6,2024-11-13,entregue
17393,779,4,2024-11-13,entregue
17394,795,5,2024-11-13,entregue
17395,825,7,2024-11-13,entregue
17396,828,4,2024-11-13,entregue
17397,835,11,2024-11-13,cancelado
17398,856,2,2024-11-13,entregue
17399,895,11,2024-11-13,entregue
17400,951,6,2024-11-13,entregue
17401,954,9,2024-11-13,entregue
17402,987,2,2024-11-13,entregue
17403,1014,4,2024-11-13,entregue
17404,1041,6,2024-11-13,entregue
